Protein family,Layer,Correlation,P value
PF00672,0,0.04358439703215454,2.373892909507849e-20
PF00672,1,0.034104508037694506,4.757279998284507e-13
PF00672,2,0.02480968370740469,1.438078375453118e-07
PF00672,3,-0.015601374463086513,0.0009409888062644285
PF00672,4,-0.04038942363301576,1.0731434759841504e-17
PF00672,5,-0.05788822747131361,1.1279883779391082e-34
PF00672,6,-0.053214991020018275,1.482742434907466e-29
PF00672,7,-0.06814602329867406,2.0643916959234517e-47
PF00672,8,-0.08494078663471162,9.531123323520127e-73
PF00672,9,-0.10503742979503534,1.927541303691349e-110
PF00672,10,-0.10316687234373784,1.3650668321208638e-106
PF00672,11,-0.09745903494211552,2.8113431544165024e-95
