Protein family,Layer,Correlation,P value
PF03463,0,0.06614912179354764,8.508101067855172e-58
PF03463,1,0.032824705693418915,1.9333080499977504e-15
PF03463,2,0.04441379935331838,5.723070100532591e-27
PF03463,3,0.09935494881021764,2.3228497803771125e-128
PF03463,4,0.0965396691855762,2.8812247724537773e-121
PF03463,5,0.11985939514721822,2.6553760030402346e-186
PF03463,6,0.10639903659864848,5.107639161274557e-147
PF03463,7,0.08699144279571382,9.525368841040779e-99
PF03463,8,0.047104873240831756,3.926646771456343e-30
PF03463,9,0.04056760369283439,9.125686654424111e-23
PF03463,10,0.030112030453886322,3.1317268211290357e-13
PF03463,11,0.07079142485905585,6.001894819350464e-66
