Protein family,Layer,Correlation,P value
PF10576,0,0.13488572726502948,0.0
PF10576,1,0.1335305333247272,0.0
PF10576,2,0.11084220375697168,0.0
PF10576,3,0.09291913470107388,9.940128660922463e-292
PF10576,4,0.10716453604629174,0.0
PF10576,5,0.08130197563878765,1.2819342823294046e-223
PF10576,6,0.073417110301368,1.2701101962206716e-182
PF10576,7,0.05955905138082515,9.107180579080329e-121
PF10576,8,0.0340535543152898,1.1414460561752262e-40
PF10576,9,0.03932227953684988,1.197854548393014e-53
PF10576,10,0.03647428185095721,2.109032174514579e-46
PF10576,11,0.03723009614862328,2.844107475712327e-48
