Protein family,Layer,Correlation,P value
PF20171,0,0.19158867395862242,1.917362641492306e-139
PF20171,1,0.16967490723967935,2.3329770825805233e-109
PF20171,2,0.1746160230310686,8.367244443699238e-116
PF20171,3,0.11847130248745193,7.026583187694029e-54
PF20171,4,0.0788608606233758,9.909320808127374e-25
PF20171,5,0.05563334110602439,4.573524111059205e-13
PF20171,6,0.04773604741686155,5.34020851464184e-10
PF20171,7,0.026496174560380805,0.0005713707670962809
PF20171,8,0.014012381909502894,0.06852111747230213
PF20171,9,0.00411133669609002,0.593039574804586
PF20171,10,0.003912717035091329,0.6110203336523123
PF20171,11,0.00688048484512552,0.37110392525519653
