Protein family,Layer,Correlation,P value
PF06427,0,0.15216161578317036,2.1344577800472716e-124
PF06427,1,0.09004661764628209,1.927048595794758e-44
PF06427,2,0.06898064267635115,9.727284268199402e-27
PF06427,3,0.1337245597100839,2.864079678423334e-96
PF06427,4,0.13844135328758309,4.1579944958967234e-103
PF06427,5,0.1446519081556233,1.740897736790343e-112
PF06427,6,0.08181275059449211,5.79239481733978e-37
PF06427,7,0.04977534548290214,1.1673006551968101e-14
PF06427,8,0.0009000896460279868,0.8890497899856655
PF06427,9,-0.01948757134172389,0.0025218841275650014
PF06427,10,-0.007021212656152223,0.2764870741761392
PF06427,11,0.031412589926764066,1.1165485373307808e-06
