Protein family,Layer,Correlation,P value
PF01951,0,0.17394477071406314,2.8081919961403327e-248
PF01951,1,0.09349663325604679,2.3267890700231105e-72
PF01951,2,0.09019611730629724,1.8902990131746566e-67
PF01951,3,0.11535283002638794,2.14259231955982e-109
PF01951,4,0.10295324239415055,2.039908572832211e-87
PF01951,5,0.08359628451440772,3.6341341056994355e-58
PF01951,6,0.06918410764455822,2.3510586369243044e-40
PF01951,7,0.06873751464492048,7.403470655671805e-40
PF01951,8,0.06989370873158002,3.741803880937216e-41
PF01951,9,0.05999244496503622,9.473352289595153e-31
PF01951,10,0.043434856807758125,7.233920115820549e-17
PF01951,11,0.05013880140754753,5.836087630821769e-22
