Protein family,Layer,Correlation,P value
PF13466,0,0.1288361068132381,2.8835106310713297e-12
PF13466,1,0.08557875112192277,3.696371937714036e-06
PF13466,2,0.05541505120006346,0.002758608173525856
PF13466,3,0.024602474429657923,0.18412359586649638
PF13466,4,0.0008664210104034426,0.9626991828083462
PF13466,5,-0.007429212276852445,0.6884120325636471
PF13466,6,-0.00543807553164536,0.7691152817451374
PF13466,7,-0.00238093483518381,0.8977410025336603
PF13466,8,-0.011116199982427903,0.5484822658177599
PF13466,9,-0.020085534106583574,0.27824812623265766
PF13466,10,-0.01950139161951566,0.29246762489040085
PF13466,11,-0.01624412011103714,0.3805603807236332
