Protein family,Layer,Correlation,P value
PF14317,0,0.1805102002498622,3.154620782861644e-145
PF14317,1,0.161265950302823,6.2576115984646e-116
PF14317,2,0.16153570954416155,2.5688658958242295e-116
PF14317,3,0.14588493890374435,5.331744952100568e-95
PF14317,4,0.1295874742790031,3.4188730104660574e-75
PF14317,5,0.1211371635087869,7.160047852582069e-66
PF14317,6,0.12290400477355308,9.104703079799103e-68
PF14317,7,0.12199619856578958,8.644970748816257e-67
PF14317,8,0.10887123512373492,1.7503258194940641e-53
PF14317,9,0.08937470812741209,1.511947500929549e-36
PF14317,10,0.07145559741475191,6.274626049648732e-24
PF14317,11,0.056681172304243535,1.2648437812782274e-15
