Protein family,Layer,Correlation,P value
PF12172,0,0.1280257024692881,6.195664561238724e-33
PF12172,1,0.09399425859121488,1.95943618640427e-18
PF12172,2,0.05688789282046616,1.1960614563909495e-07
PF12172,3,0.06383880900423211,2.8120035942441226e-09
PF12172,4,0.047768836212316305,8.81388192399656e-06
PF12172,5,0.0038951374411683205,0.7172049718884064
PF12172,6,-0.05883626234655053,4.3572339904101554e-08
PF12172,7,-0.04442904174789773,3.575220335794678e-05
PF12172,8,-0.02708881498651426,0.011756906677041792
PF12172,9,-0.01752096917944784,0.10324113072492799
PF12172,10,0.008011434719053433,0.45629124942774735
PF12172,11,0.04110571502181145,0.00013135983901972108
