Protein family,Layer,Correlation,P value
PF00168,0,0.14747718828720727,0.0
PF00168,1,0.11099881459588325,1.8090017265803864e-181
PF00168,2,0.08436747213332269,2.0672987024248162e-105
PF00168,3,0.08364624716813016,1.2106206025728504e-103
PF00168,4,0.08878738667606027,1.4054974364542716e-116
PF00168,5,0.048847662829773306,1.8602193314054934e-36
PF00168,6,0.005585919860992856,0.14954188613113933
PF00168,7,0.01285591782308904,0.0009102167822403755
PF00168,8,0.0066138444103844935,0.08794135711333693
PF00168,9,0.03611893424167351,1.1465145932435051e-20
PF00168,10,0.06706801923587628,3.169598941389469e-67
PF00168,11,0.07630193829779905,1.6263527251027467e-86
