Protein family,Layer,Correlation,P value
PF01951,0,0.07836007670640589,2.6376481709266195e-51
PF01951,1,-0.017220652552530732,0.0009446991268837146
PF01951,2,-0.013456977953458836,0.009772718603945397
PF01951,3,0.04728208842434179,1.056877609361458e-19
PF01951,4,0.04529336662996362,3.3043543175346667e-18
PF01951,5,0.10008797191648032,1.0642913673983686e-82
PF01951,6,0.1173677404331836,3.300177348129691e-113
PF01951,7,0.11448869517896627,8.816010096937097e-108
PF01951,8,0.11456136537988404,6.4564142033442806e-108
PF01951,9,0.12953104034037502,1.1604628086244585e-137
PF01951,10,0.15707766688386382,2.79925015154442e-202
PF01951,11,0.16527544642945602,5.1047286946793e-224
