Protein family,Layer,Correlation,P value
PF12872,0,0.09521947460035503,2.430392434719326e-35
PF12872,1,0.06431802914120133,5.791653884795723e-17
PF12872,2,0.09492452400709907,3.93253312706315e-35
PF12872,3,0.11192707921598384,3.00781354593815e-48
PF12872,4,0.10566161028883818,3.676266223375551e-43
PF12872,5,0.10153460509691309,5.6786188216982485e-40
PF12872,6,0.09611624341085746,5.574920013155228e-36
PF12872,7,0.08831568576956701,1.2789604252653332e-30
PF12872,8,0.0791032130536382,7.134767789788825e-25
PF12872,9,0.0744040557008072,3.483966428209422e-22
PF12872,10,0.07473913341951155,2.2686223670792735e-22
PF12872,11,0.07070980758681564,3.477186615516117e-20
