Protein family,Layer,Correlation,P value
PF00699,0,0.2042609498677723,0.0
PF00699,1,0.1161250595758828,3.5240988557041416e-257
PF00699,2,0.15334448039446297,0.0
PF00699,3,0.13523976875191565,0.0
PF00699,4,0.10761120345828488,6.10836581527157e-221
PF00699,5,0.08848120699689759,9.280495229080223e-150
PF00699,6,0.094880444699872,5.338960767632642e-172
PF00699,7,0.10086101025292213,3.2851768045439673e-194
PF00699,8,0.08514369673459785,8.768959836924781e-139
PF00699,9,0.08388383831434779,9.440801559110463e-135
PF00699,10,0.07218639884373944,3.281272334141836e-100
PF00699,11,0.1031344071371564,5.141213385371336e-203
