Protein family,Layer,Correlation,P value
PF03147,0,0.1408333999485769,4.85307795096508e-42
PF03147,1,0.11576618873932153,7.196932127376567e-29
PF03147,2,0.15561516581265072,4.765101873128224e-51
PF03147,3,0.18198037564053915,1.8892087927207547e-69
PF03147,4,0.19413600243321652,5.822693565547718e-79
PF03147,5,0.19005733519826554,1.0707107134202843e-75
PF03147,6,0.1420447173975508,9.610791038215009e-43
PF03147,7,0.1253316668607021,1.3827603058578552e-33
PF03147,8,0.10464825900106633,7.306946049368342e-24
PF03147,9,0.09637798932227559,1.8162260798824377e-20
PF03147,10,0.08168098341421973,4.047927291857878e-15
PF03147,11,0.08010465178811539,1.3460321779605463e-14
