Protein family,Layer,Correlation,P value
PF04972,0,0.23422863716998618,1.195272310283012e-235
PF04972,1,0.17995495703850894,2.4310905974579243e-138
PF04972,2,0.1625152053589189,7.484726131061437e-113
PF04972,3,0.20054865356667628,5.212608411075834e-172
PF04972,4,0.18805811084538818,4.015869813549888e-151
PF04972,5,0.14179108078373145,4.275254402179687e-86
PF04972,6,0.08446647335730405,1.6811703273285011e-31
PF04972,7,0.048209731505173714,2.8066066542636896e-11
PF04972,8,0.01528614774815788,0.03490376031951574
PF04972,9,-0.006713780029575027,0.3542115107415782
PF04972,10,-0.02802385847898953,0.00010982249694705452
PF04972,11,-0.026026231610786238,0.00032815916360704595
