Protein family,Layer,Correlation,P value
PF13466,0,0.1510388841106951,2.4102081991408616e-16
PF13466,1,0.20116883890673604,5.280532849806135e-28
PF13466,2,0.1579396107204179,9.571910506164709e-18
PF13466,3,0.14993988202520944,3.9745768783037034e-16
PF13466,4,0.11689673786373404,2.428925116517522e-10
PF13466,5,0.06186345058364191,0.0008305859237772374
PF13466,6,0.014812761689798764,0.4239483595689021
PF13466,7,4.479755700465833e-05,0.998070692361863
PF13466,8,0.004944075051514148,0.7895714001610181
PF13466,9,0.0981868413487077,1.0803823207520579e-07
PF13466,10,0.1573893696101279,1.2446959345883618e-17
PF13466,11,0.2042488947855782,7.801561859102735e-29
