Protein family,Layer,Correlation,P value
PF12872,0,0.1704130832340086,2.6147590553968554e-110
PF12872,1,0.11644775282007067,4.1963319042548255e-52
PF12872,2,0.06872556901813005,3.7452086330815672e-19
PF12872,3,0.08743084938257696,4.855300510137118e-30
PF12872,4,0.101062667389809,1.290386535483077e-39
PF12872,5,0.10485045188855521,1.5933547404690927e-42
PF12872,6,0.07839040737294482,1.8695627462483995e-24
PF12872,7,0.07913590683102166,6.824972139108604e-25
PF12872,8,0.07953893027018036,3.9427023688919604e-25
PF12872,9,0.07685064398207558,1.4541631847007943e-23
PF12872,10,0.08208693510802396,1.15152967453886e-26
PF12872,11,0.09728200434915983,8.053411713785154e-37
