Protein family,Layer,Correlation,P value
PF12172,0,0.1825502517625285,1.0755769087629345e-65
PF12172,1,0.15790141179528122,2.1082672555111245e-49
PF12172,2,0.17611790711677422,3.3345901336577264e-61
PF12172,3,0.17880128288801408,4.6785567984305863e-63
PF12172,4,0.15871618633520218,6.681472277923814e-50
PF12172,5,0.13877883508043748,1.8737910891041802e-38
PF12172,6,0.13018521727132462,5.250040530236128e-34
PF12172,7,0.11748731964790605,5.773387160408995e-28
PF12172,8,0.09677201575739904,1.8865370082014962e-19
PF12172,9,0.07105754463574371,3.696477748206774e-11
PF12172,10,0.05258420449416743,9.93056756894632e-07
PF12172,11,0.06013478099995647,2.1835506782178608e-08
