Protein family,Layer,Correlation,P value
PF00484,0,0.27449628106904583,0.0
PF00484,1,0.23164630970886346,0.0
PF00484,2,0.2544667494584449,0.0
PF00484,3,0.217250429855569,0.0
PF00484,4,0.12741301712281858,5.0310701042752093e-228
PF00484,5,0.07070280330687903,3.5142043182615727e-71
PF00484,6,0.053389813437666814,2.5622902107361955e-41
PF00484,7,0.03507032365940893,9.549029759965786e-19
PF00484,8,0.016772322447012298,2.3699674577252494e-05
PF00484,9,0.006557894191333047,0.09841747617839187
PF00484,10,-0.0026910074960208906,0.4976944896752923
PF00484,11,-0.015359432905864442,0.00010851027624979641
