Protein family,Layer,Correlation,P value
PF00672,0,0.110395164070079,7.361955638099502e-122
PF00672,1,0.10416972692984469,1.2015566352454206e-108
PF00672,2,0.12769271677718097,1.0766737761034424e-162
PF00672,3,0.11717315560616766,3.896742425677758e-137
PF00672,4,0.10609385018963714,1.2007596773476803e-112
PF00672,5,0.10305931195686177,2.2615384286797725e-106
PF00672,6,0.0782799832127274,4.959891413396295e-62
PF00672,7,0.07431161450436968,4.592002244139821e-56
PF00672,8,0.08130162579223381,8.773703874961269e-67
PF00672,9,0.07374121061473748,3.1189785564331063e-55
PF00672,10,0.06602579629627132,1.3095981333870363e-44
PF00672,11,0.06602633116151357,1.3075017082746947e-44
