Protein family,Layer,Correlation,P value
PF03147,0,0.12804118736776676,5.439872354422806e-35
PF03147,1,0.1528447079654523,2.7371549847879652e-49
PF03147,2,0.08416932875869335,5.796287112347848e-16
PF03147,3,0.1368349890562208,9.191847614240996e-40
PF03147,4,0.16836064824359734,1.4435334171918156e-59
PF03147,5,0.16223743842615515,2.1850485038435332e-55
PF03147,6,0.127986383447737,5.811841387301504e-35
PF03147,7,0.09192606288744357,9.365733936925863e-19
PF03147,8,0.06148434537635256,3.477904877977633e-09
PF03147,9,0.08533328525497706,2.2895660612202063e-16
PF03147,10,0.1125835613061117,2.1996406438210797e-27
PF03147,11,0.1524401181001824,4.914324984986665e-49
