Protein family,Layer,Correlation,P value
PF00699,0,0.19384455930676323,0.0
PF00699,1,0.1595175124131434,0.0
PF00699,2,0.1737278149612631,0.0
PF00699,3,0.16055817293930988,0.0
PF00699,4,0.12607995993606852,3.823212791161922e-303
PF00699,5,0.0860735386215846,8.473862060608374e-142
PF00699,6,0.0797505685861615,5.980530219540272e-122
PF00699,7,0.07647340574812818,2.9043786651784293e-112
PF00699,8,0.07064780095617298,4.690749061668318e-96
PF00699,9,0.06451741254831181,2.1586105934500132e-80
PF00699,10,0.06383436849826869,9.795905689622045e-79
PF00699,11,0.062122448021515744,1.1641365353822702e-74
