Protein family,Layer,Correlation,P value
PF12172,0,0.13447167643144828,3.452949746867817e-36
PF12172,1,0.08233457416750195,1.7329967429806456e-14
PF12172,2,0.05473812090154023,3.5108966730728276e-07
PF12172,3,0.052764315593978685,9.117294315348591e-07
PF12172,4,0.006618127120295944,0.5382882134164897
PF12172,5,-0.043144312258272075,5.9771788677431537e-05
PF12172,6,-0.1064976989568383,3.04850433030455e-23
PF12172,7,-0.08330767627468477,8.493910925702331e-15
PF12172,8,-0.057735342256227486,7.739747147436728e-08
PF12172,9,-0.046935941346074185,1.26069563483079e-05
PF12172,10,-0.014518992405449033,0.17697034507322518
PF12172,11,0.0316708586538853,0.0032222159719647123
