Protein family,Layer,Correlation,P value
PF00168,0,0.1712306937962704,0.0
PF00168,1,0.13963030597860424,5.785192441935407e-287
PF00168,2,0.12770180541460538,5.400234421272311e-240
PF00168,3,0.11059930625655588,3.58509334285826e-180
PF00168,4,0.09002235500183745,8.402198470649181e-120
PF00168,5,0.07574324475266185,2.8140095407480195e-85
PF00168,6,0.05429095211344236,1.224500130419859e-44
PF00168,7,0.024389011934178247,3.110214802377187e-10
PF00168,8,0.013476962664910221,0.0005067761666089762
PF00168,9,0.0018363516408110942,0.6356637689620542
PF00168,10,0.0036850677521678495,0.3417400060662237
PF00168,11,-0.005952106871650916,0.12462956042052137
