Protein family,Layer,Correlation,P value
PF06427,0,0.14922567014003482,1.150441782944064e-119
PF06427,1,0.13503608371575496,3.803615565929525e-98
PF06427,2,0.14783984329543995,1.8234677422374064e-117
PF06427,3,0.09382242668572716,4.1185436898929754e-48
PF06427,4,0.05270122917858136,2.9846407290960476e-16
PF06427,5,0.02883953741889824,7.791823257524025e-06
PF06427,6,0.01970546344252684,0.0022544768839200128
PF06427,7,0.01761300619669192,0.006331786946988879
PF06427,8,0.01819893011176145,0.004788599463184431
PF06427,9,0.022747520756049706,0.00042166641416415746
PF06427,10,0.0292677221579128,5.6997178926458244e-06
PF06427,11,0.03651505473403695,1.5011944799136054e-08
