Protein family,Layer,Correlation,P value
PF00168,0,0.14667649886016373,0.0
PF00168,1,0.10728233495464187,1.3772548233452664e-169
PF00168,2,0.0724227570147556,4.1587137379196695e-78
PF00168,3,0.06300047889439091,1.6120724311209726e-59
PF00168,4,0.06398870670907279,2.3959003680908612e-61
PF00168,5,0.02240718215272222,7.396257374020781e-09
PF00168,6,-0.00838638349610445,0.030488582561678895
PF00168,7,0.016584939663990036,1.8762664201749808e-05
PF00168,8,0.016611058282050634,1.820268660053077e-05
PF00168,9,0.041885052565346144,3.057077371805977e-27
PF00168,10,0.06777799175481612,1.277564985961126e-68
PF00168,11,0.08157728261569973,1.1713593930220522e-98
