Protein family,Layer,Correlation,P value
PF10576,0,0.1504694839128413,0.0
PF10576,1,0.13349949660049099,0.0
PF10576,2,0.08956140657970812,4.264212861168559e-271
PF10576,3,0.065623606628829,3.061029177827663e-146
PF10576,4,0.06336182855023918,1.888747149060549e-136
PF10576,5,0.04478620401934625,4.57804215422882e-69
PF10576,6,0.03229717348109882,9.39731413872882e-37
PF10576,7,0.025967372945385137,2.4145800396271886e-24
PF10576,8,0.023803500343173137,1.0367780332170674e-20
PF10576,9,0.02399867461703446,5.020297229907647e-21
PF10576,10,0.023201190520849842,9.370534640284747e-20
PF10576,11,0.025993794512044123,2.170537757626096e-24
