Protein family,Layer,Correlation,P value
PF13377,0,0.4051218793256745,9.495029109965677e-172
PF13377,1,0.4332394826975904,7.982957837327207e-199
PF13377,2,0.4743451919719724,2.5807123824960013e-243
PF13377,3,0.4431538426453403,5.305109823270486e-209
PF13377,4,0.4309189614084743,1.7203928644279779e-196
PF13377,5,0.3661406032893374,2.693274525430841e-138
PF13377,6,0.3437730756588629,4.341854507192058e-121
PF13377,7,0.3543999755957928,4.325047115645965e-129
PF13377,8,0.3762974298290979,1.4096225272376462e-146
PF13377,9,0.4109932413341444,3.4337836493005007e-177
PF13377,10,0.4245515167701744,3.51141677656831e-190
PF13377,11,0.4352622134128131,7.132059420844632e-201
