Protein family,Layer,Correlation,P value
PF14317,0,0.10583546693782565,1.2638956532583339e-50
PF14317,1,0.05131287455311306,4.5057616443188536e-13
PF14317,2,0.025439546049851075,0.0003340801569006558
PF14317,3,-0.0012384749523249483,0.8613829035530431
PF14317,4,-0.040908627945152966,7.919199098044813e-09
PF14317,5,-0.041912951818797464,3.3807636186901907e-09
PF14317,6,-0.05667061360094894,1.2802609197087648e-15
PF14317,7,-0.06619541197747245,9.345288695297719e-21
PF14317,8,-0.04958172944881026,2.654740289682401e-12
PF14317,9,-0.04961055354125563,2.5787349103064906e-12
PF14317,10,-0.04513149444427119,1.935360517628271e-10
PF14317,11,-0.030493738689327463,1.7053104612279486e-05
