Protein family,Layer,Correlation,P value
PF13377,0,0.11611608969826824,1.5006356149833237e-14
PF13377,1,0.09059537365563912,2.0997144767707196e-09
PF13377,2,0.06273798603805508,3.418946418982442e-05
PF13377,3,0.007830628661132134,0.6053788017973796
PF13377,4,-0.008376636645090326,0.5804626585993251
PF13377,5,-0.023449115312685842,0.12176436482111617
PF13377,6,-0.045267693510902665,0.0028049533861667225
PF13377,7,-0.06621809724118131,1.2202330690664625e-05
PF13377,8,-0.09509133603420489,3.2058813124653437e-10
PF13377,9,-0.1060013048647142,2.3185463705557015e-12
PF13377,10,-0.09751748924846487,1.1208379605008736e-10
PF13377,11,-0.10169587183447987,1.726642410928452e-11
