Protein family,Layer,Correlation,P value
PF01951,0,0.0812896321606406,4.341861160241186e-55
PF01951,1,-0.010799468023036012,0.03812688587728347
PF01951,2,-0.0014109943332975532,0.7864665140263091
PF01951,3,0.07186668992914823,2.0466038036352425e-43
PF01951,4,0.07891045085394216,5.2606980941997206e-52
PF01951,5,0.10553874078710149,8.642062627129122e-92
PF01951,6,0.1050120818695678,6.860121377979335e-91
PF01951,7,0.10679539158546042,5.906324704045529e-94
PF01951,8,0.07983669581577547,3.4008446559634457e-53
PF01951,9,0.08908421866128502,7.770222551748204e-66
PF01951,10,0.1058480244653741,2.5475324657360656e-92
PF01951,11,0.0955083069643276,1.9351066921287654e-75
