Protein family,Layer,Head,Correlation,P-value
PF14317,0,0,0.021614174347587993,0.0023055170314750855
PF14317,0,1,-0.17434835245514102,1.8182252053319218e-135
PF14317,0,2,-0.15239562017299746,1.3620027613580377e-103
PF14317,0,3,-0.08292640402708615,1.1055541642512597e-31
PF14317,0,4,0.13770972056605,9.23209749898321e-85
PF14317,0,5,-0.08438242952417183,9.487418685139758e-33
PF14317,0,6,-0.01014054575478761,0.15278481991417087
PF14317,0,7,-0.13052422174859557,2.889887136349826e-76
PF14317,0,8,-0.14493980818062582,8.746241857810778e-94
PF14317,0,9,-0.15525173603045878,1.742850633862029e-107
PF14317,0,10,0.005637691727017347,0.42668862150255193
PF14317,0,11,-0.11549735080898137,5.226752071712061e-60
PF14317,1,0,-0.11492813870281991,1.9685970792731673e-59
PF14317,1,1,0.06757622481257648,1.448394108883241e-21
PF14317,1,2,-0.1505419143100027,4.173009544920856e-101
PF14317,1,3,-0.060168593106465,2.0498788625675204e-17
PF14317,1,4,-0.1808709648464806,8.247243000393734e-146
PF14317,1,5,-0.1712432646912242,1.1020214392375057e-130
PF14317,1,6,-0.19967270621229397,6.682945177384048e-178
PF14317,1,7,-0.15585169705147645,2.5936251020412097e-108
PF14317,1,8,-0.21762207877536197,9.558527967007746e-212
PF14317,1,9,-0.08619042305548026,4.237125313269441e-34
PF14317,1,10,0.09699728215442635,9.081845363941783e-43
PF14317,1,11,-0.1303148898229305,5.0274867746505453e-76
PF14317,2,0,0.0021544647230149583,0.7613101501827206
PF14317,2,1,-0.1669292765802886,3.436210719479628e-124
PF14317,2,2,-0.1428223593330419,4.305540488366837e-91
PF14317,2,3,-0.07654056983402809,3.17550803958575e-27
PF14317,2,4,-0.19556638154806896,1.3322789879107988e-170
PF14317,2,5,0.26016586122902186,6.301681000213059e-305
PF14317,2,6,-0.09590811753564668,7.55963465013849e-42
PF14317,2,7,-0.14720343643031578,1.0429220772442997e-96
PF14317,2,8,-0.1680829209280305,6.55554901649905e-126
PF14317,2,9,0.019871618322796155,0.005078708477600372
PF14317,2,10,-0.10855034245136207,3.5412915320775546e-53
PF14317,2,11,-0.3315404498831114,0.0
PF14317,3,0,-0.0734753159228129,3.2768644626467943e-25
PF14317,3,1,-0.10163015125141259,8.438344635622238e-47
PF14317,3,2,-0.0804197344900628,6.855978401514715e-30
PF14317,3,3,0.1653606983301827,7.144710656003154e-122
PF14317,3,4,-0.13794638414001853,4.75877817402833e-85
PF14317,3,5,-0.14249647973109897,1.1084477307223822e-90
PF14317,3,6,-0.09564518273735004,1.2563385939624214e-41
PF14317,3,7,-0.220779281310279,4.986097858228632e-218
PF14317,3,8,-0.013250444079076388,0.06172344946820971
PF14317,3,9,-0.18906839967131736,2.200851699886816e-159
PF14317,3,10,-0.20126553084565638,8.899540602489883e-181
PF14317,3,11,-0.10134479790082344,1.5138692828780484e-46
PF14317,4,0,-0.12825828314558244,1.1035102270550152e-73
PF14317,4,1,-0.04340192400117644,9.230874709143871e-10
PF14317,4,2,-0.17868413563643618,2.685823771189939e-142
PF14317,4,3,-0.22804526826904825,7.238356001252148e-233
PF14317,4,4,-0.25108457974026566,1.81137197635179e-283
PF14317,4,5,-0.1436664557820449,3.679065562110441e-92
PF14317,4,6,-0.18832779473482986,3.9387001659786065e-158
PF14317,4,7,0.14012597520399803,1.0066579935726013e-87
PF14317,4,8,-0.2149155908996561,1.9369693784324564e-206
PF14317,4,9,-0.16629253663484386,3.0183961627418704e-123
PF14317,4,10,-0.2111950048011438,2.908733042658066e-199
PF14317,4,11,-0.1263486823912989,1.5225836556748357e-71
PF14317,5,0,0.1673956807577113,6.957003834805598e-125
PF14317,5,1,0.05987723821633267,2.919487718058858e-17
PF14317,5,2,-0.14054755227823043,3.023779887017851e-88
PF14317,5,3,0.050340393981281824,1.2291793121654762e-12
PF14317,5,4,-0.2109518703437017,8.470690204723335e-199
PF14317,5,5,0.06713818326585869,2.6274928100549324e-21
PF14317,5,6,-0.12636518355462922,1.4595934521581167e-71
PF14317,5,7,-0.07338752600558449,3.731859756024419e-25
PF14317,5,8,0.02502036636911802,0.00041839254942470773
PF14317,5,9,-0.13849749266113148,1.0123166596867447e-85
PF14317,5,10,-0.01893278910102802,0.007594286118467615
PF14317,5,11,0.018893968829862863,0.0077190047588220605
PF14317,6,0,-0.1358937266407126,1.434602740799673e-82
PF14317,6,1,0.09387570862928721,3.697014624075028e-40
PF14317,6,2,-0.1646141082434744,8.894831961437067e-121
PF14317,6,3,0.02177482670397596,0.002137568497958152
PF14317,6,4,-0.12178983066740152,1.4385973227051263e-66
PF14317,6,5,-0.3183085537204611,0.0
PF14317,6,6,-0.19679832919130208,8.949366839516345e-173
PF14317,6,7,-0.024640249491074944,0.0005116457280657325
PF14317,6,8,-0.15444903545447547,2.202811574704132e-106
PF14317,6,9,-0.11898711009334621,1.3299897042481573e-63
PF14317,6,10,0.029413312934318345,3.355187824375601e-05
PF14317,6,11,0.06571551968450945,1.7706622136208297e-20
PF14317,7,0,-0.030892515552323474,1.3209199811007202e-05
PF14317,7,1,-0.09352799346143213,7.1322089747232876e-40
PF14317,7,2,-0.1826242477913246,1.1670649026259918e-148
PF14317,7,3,-0.17659786353442156,5.4701972142315985e-139
PF14317,7,4,-0.18884615991839643,5.236861043238673e-159
