Protein family,Layer,Correlation,P value
PF03463,0,0.06660512337891103,1.4244671716661175e-58
PF03463,1,0.027375691288757314,3.448640902627419e-11
PF03463,2,0.03663481675167651,7.419557423206592e-19
PF03463,3,0.08416440551677047,1.554764621773447e-92
PF03463,4,0.08572317303148795,6.190302022733296e-96
PF03463,5,0.1125936352702536,1.6720678727274505e-164
PF03463,6,0.08221908261553573,2.2203885053004496e-88
PF03463,7,0.056985105728323424,2.5024173060840898e-43
PF03463,8,0.024460606499607736,3.2149925458616533e-09
PF03463,9,0.02646265408841962,1.504214937426195e-10
PF03463,10,0.009579935435667696,0.020430411076306755
PF03463,11,0.0355884059047885,6.997872462155152e-18
