Protein family,Layer,Correlation,P value
PF14317,0,0.12239764689875647,3.201926770577923e-67
PF14317,1,0.12493791918236256,5.524051029917483e-70
PF14317,2,0.10846725597400116,4.248676469333547e-53
PF14317,3,0.09556092274200736,1.4779946292824296e-41
PF14317,4,0.1018139353174055,5.786196624142639e-47
PF14317,5,0.11463583300180422,3.8795614239814506e-59
PF14317,6,0.10997860867994604,1.5133625228134628e-54
PF14317,7,0.1008241796933778,4.378606503828576e-46
PF14317,8,0.12441265935982793,2.081485795853613e-69
PF14317,9,0.13768311097119446,9.94553579761493e-85
PF14317,10,0.12362908256485389,1.4900229596400192e-68
PF14317,11,0.11313187191673993,1.2376468940797425e-57
