Protein family,Layer,Correlation,P value
PF20171,0,0.2054683304043286,1.583886488431569e-160
PF20171,1,0.19133182231154955,4.5489642765727875e-139
PF20171,2,0.20284827294784621,2.0023810476326624e-156
PF20171,3,0.1501452266127097,8.77657016174575e-86
PF20171,4,0.11028641212169649,6.903873010487326e-47
PF20171,5,0.08191129222654019,1.474352679586577e-26
PF20171,6,0.059967983391911846,6.079703125188119e-15
PF20171,7,0.043759238557626,1.262929523285232e-08
PF20171,8,0.038651748358258006,5.002062798032746e-07
PF20171,9,0.04522773425213236,4.0489657454001034e-09
PF20171,10,0.044804631700503965,5.639968869792686e-09
PF20171,11,0.03857205183105027,5.279612919022524e-07
