Protein family,Layer,Correlation,P value
PF10114,0,0.32990333138076544,0.0
PF10114,1,0.359581183544522,0.0
PF10114,2,0.3144214725350085,0.0
PF10114,3,0.2288376314885122,0.0
PF10114,4,0.1748626366478188,9.275191794089711e-259
PF10114,5,0.12874246499947234,3.1978430878731035e-140
PF10114,6,0.09552185330461133,8.87452909566318e-78
PF10114,7,0.08681139239991664,1.6320710307199744e-64
PF10114,8,0.07879961865289563,1.9295031362479947e-53
PF10114,9,0.08021210651716959,2.579569141274772e-55
PF10114,10,0.07474061444763114,3.0508147676590706e-48
PF10114,11,0.07159004076636197,2.1376413083496653e-44
