Protein family,Layer,Correlation,P value
PF07677,0,0.1564744127476342,6.932113171476813e-205
PF07677,1,0.07062408908405958,7.949593866916061e-43
PF07677,2,0.07650544308987196,5.700253979045461e-50
PF07677,3,0.09098428615520915,5.2758946345072e-70
PF07677,4,0.09398505829166691,1.358955271105193e-74
PF07677,5,0.10556508824195272,1.0194539911857973e-93
PF07677,6,0.11254032130029284,2.502489702860343e-106
PF07677,7,0.12434376235001637,1.5123282751564587e-129
PF07677,8,0.11040340063153771,2.2333585333176667e-102
PF07677,9,0.12819563769455747,1.2251197761629963e-137
PF07677,10,0.12011426789688852,5.9189087431468426e-121
PF07677,11,0.13551476585141334,1.0270162855858557e-153
