Protein family,Layer,Correlation,P value
PF13377,0,0.1855722859938129,4.7701704237868103e-35
PF13377,1,0.17524332262504508,2.2146038919667406e-31
PF13377,2,0.15725272223031847,1.6158105362091025e-25
PF13377,3,0.13455894537806787,4.708171951415132e-19
PF13377,4,0.12986464166120565,7.627153079460021e-18
PF13377,5,0.1263457175255943,5.762573635018053e-17
PF13377,6,0.11722305388945788,8.4081982079962e-15
PF13377,7,0.1177388827658242,6.4070981299919e-15
PF13377,8,0.116215432859718,1.4249358839741867e-14
PF13377,9,0.11746653577605345,7.396892093994804e-15
PF13377,10,0.11835486711773077,4.624056149931693e-15
PF13377,11,0.10902105339127463,5.399829496886257e-13
