Protein family,Layer,Correlation,P value
PF01951,0,0.08292873184813833,2.883234888377235e-57
PF01951,1,0.0005751335180793662,0.9120747854942214
PF01951,2,0.01523104560637924,0.003450863403333601
PF01951,3,0.11421485343161879,2.846159844950706e-107
PF01951,4,0.1270963614144678,1.4381907751655862e-132
PF01951,5,0.13498978499811068,1.917787825090338e-149
PF01951,6,0.14197193687381127,3.013971280646056e-165
PF01951,7,0.11805774935814915,1.575568539573391e-114
PF01951,8,0.11245040504515166,5.057713600536324e-104
PF01951,9,0.11951562822182929,2.3992146177573118e-117
PF01951,10,0.1484793559418077,1.0102299157764377e-180
PF01951,11,0.16253387225343388,1.2810511627826487e-216
