Protein family,Layer,Correlation,P value
PF00168,0,0.14638870777250376,0.0
PF00168,1,0.10501725503221593,1.5063723500390207e-162
PF00168,2,0.07169842700188128,1.380453879452694e-76
PF00168,3,0.07052416371474875,3.743655054355208e-74
PF00168,4,0.07884557065409116,2.8740683209360424e-92
PF00168,5,0.05753086001137039,6.458065100956099e-50
PF00168,6,0.037273763486301535,6.596376100192201e-22
PF00168,7,0.07922616851615129,3.8140485807754754e-93
PF00168,8,0.06973566351776843,1.5295438463972124e-72
PF00168,9,0.09141364731832823,1.7334440095197216e-123
PF00168,10,0.09697265872884304,8.733023576133874e-139
PF00168,11,0.10670588382320707,8.808863337443986e-168
