Protein family,Layer,Correlation,P value
PF00672,0,0.07449402821528811,2.4806764781590846e-56
PF00672,1,0.09074287522773723,8.42317193337784e-83
PF00672,2,0.11294398632259386,1.7045479761933575e-127
PF00672,3,0.08765137445374199,2.3216038936923473e-77
PF00672,4,0.06497259444392851,2.9942224835891144e-43
PF00672,5,0.05491264347976624,2.296023919296638e-31
PF00672,6,0.06102206821373347,2.399466188520664e-38
PF00672,7,0.059087314478436584,4.677076110479869e-36
PF00672,8,0.05564600623323926,3.644282318543418e-32
PF00672,9,0.042830737030003375,1.046254578862541e-19
PF00672,10,0.04739439435578094,8.91294743591323e-24
PF00672,11,0.04849846528496193,8.028067171480116e-25
