Protein family,Layer,Correlation,P value
PF00699,0,0.2072535365636831,0.0
PF00699,1,0.12065340655926396,1.318194702913873e-277
PF00699,2,0.15806031699283773,0.0
PF00699,3,0.14203026649885883,0.0
PF00699,4,0.10225791707935172,1.3478430045707258e-199
PF00699,5,0.08777028314174512,2.1940251038222057e-147
PF00699,6,0.09911879881445608,1.3470162497559666e-187
PF00699,7,0.09106485745643018,1.5057544077653576e-158
PF00699,8,0.08519577356558121,5.956247699144733e-139
PF00699,9,0.09836428356057249,9.054433098595774e-185
PF00699,10,0.08365217951972204,5.126219664721709e-134
PF00699,11,0.10393886576600353,3.525811827792925e-206
