Protein family,Layer,Correlation,P value
PF03147,0,-0.0068242351067608585,0.5124385665868689
PF03147,1,-0.029912472858676983,0.004080760207088563
PF03147,2,0.019356144432026608,0.06315312849446245
PF03147,3,0.06860673037802466,4.306730882899965e-11
PF03147,4,0.0982495983832397,3.274966206692488e-21
PF03147,5,0.08890517452390016,1.2237101231084136e-17
PF03147,6,0.07916287465737608,2.7293092720973326e-14
PF03147,7,0.05323517164168702,3.162283468122026e-07
PF03147,8,0.06733108550339292,9.784063695628179e-11
PF03147,9,0.07464372126938033,7.23941164568861e-13
PF03147,10,0.08851385014380164,1.6965184818298453e-17
PF03147,11,0.105040356039208,4.963774648845343e-24
