Protein family,Layer,Correlation,P value
PF12872,0,0.0869683685900451,9.698600613032607e-30
PF12872,1,0.05306551747832009,5.096206198844008e-12
PF12872,2,0.05210700951709866,1.2183847454231562e-11
PF12872,3,0.06878779732703952,3.479714421811042e-19
PF12872,4,0.09824160112340284,1.6094091974037984e-37
PF12872,5,0.1162953794181807,5.693109518218068e-52
PF12872,6,0.09584350309707841,8.736816254464218e-36
PF12872,7,0.0969332141459998,1.4402916285326242e-36
PF12872,8,0.07233101460242106,4.745746325440074e-21
PF12872,9,0.06022938017262831,4.638148996888106e-15
PF12872,10,0.0639054403787718,9.12946566650911e-17
PF12872,11,0.08911836267418476,3.769131491233695e-31
