Protein family,Layer,Correlation,P value
PF00168,0,0.14529003928101675,0.0
PF00168,1,0.11199954236896488,9.714842880248614e-185
PF00168,2,0.08013010381830153,3.027947599960785e-95
PF00168,3,0.07258713448412275,1.8691078569985268e-78
PF00168,4,0.08781439865827244,4.526099843791243e-114
PF00168,5,0.06135501503485047,1.5411120383299354e-56
PF00168,6,0.016049432634990035,3.458816037833946e-05
PF00168,7,0.03571647214767278,3.0377456223036564e-20
PF00168,8,0.03107855532232845,1.0569882451088837e-15
PF00168,9,0.05301044648403955,1.2299841637978354e-42
PF00168,10,0.07396804131551309,2.1016722530346587e-81
PF00168,11,0.07842761477329481,2.610948486693999e-91
