Protein family,Layer,Correlation,P value
PF00484,0,0.3217528934662932,0.0
PF00484,1,0.29184247861070434,0.0
PF00484,2,0.3016932248416221,0.0
PF00484,3,0.2497613369389727,0.0
PF00484,4,0.13159668248917597,3.0938797643963046e-243
PF00484,5,0.06001123142430395,9.349623508020932e-52
PF00484,6,0.0290894900238577,2.2681308686247209e-13
PF00484,7,0.012515930219794278,0.0016100722863425228
PF00484,8,0.00340302610707499,0.3911419988908812
PF00484,9,0.002576340360781547,0.5161922641925619
PF00484,10,0.0022872400338205903,0.5643624841786368
PF00484,11,-0.0028507324281697726,0.4725280138697081
