Protein family,Layer,Correlation,P value
PF14317,0,0.15135370251885447,3.4320042622453576e-102
PF14317,1,0.11119244162071187,1.0045993116248873e-55
PF14317,2,0.09565918663544443,1.2228484212591057e-41
PF14317,3,0.09174719279739937,1.9862838059917913e-38
PF14317,4,0.0639379892218499,1.81471069919398e-19
PF14317,5,0.05140874035545383,4.0772291994775795e-13
PF14317,6,0.0643578366359903,1.0533041023361458e-19
PF14317,7,0.07669527339900108,2.5004312719171718e-27
PF14317,8,0.07584514213099744,9.24344776879274e-27
PF14317,9,0.07211396317131329,2.4185124031338827e-24
PF14317,10,0.057869967155768885,3.187941434983335e-16
PF14317,11,0.05738096773306328,5.638707242883808e-16
