Protein family,Layer,Correlation,P value
PF13377,0,0.4051085142532982,9.76694953663298e-172
PF13377,1,0.43657453761647497,3.2839694546928487e-202
PF13377,2,0.4768743261858059,2.9509028756705877e-246
PF13377,3,0.46557642191882426,2.6395648735426963e-233
PF13377,4,0.4471468005886181,3.381601602193735e-213
PF13377,5,0.39057940284623005,9.81833742750149e-159
PF13377,6,0.37862209616522835,1.6275589971966385e-148
PF13377,7,0.39530523319928035,6.826998005887862e-163
PF13377,8,0.43425535144015487,7.496735931475267e-200
PF13377,9,0.47016101386089754,1.6771009660664686e-238
PF13377,10,0.4887844667920612,1.900754607938633e-260
PF13377,11,0.49110375808103457,2.814943867356032e-263
