Protein family,Layer,Correlation,P value
PF04972,0,0.13969368480684555,1.342548474943216e-83
PF04972,1,0.07107798470286236,9.185022886595847e-23
PF04972,2,0.032610035680994263,6.760697052987093e-06
PF04972,3,0.019179769983690118,0.008123866210772223
PF04972,4,0.004276540965454038,0.5551057676565567
PF04972,5,-0.00791610289490611,0.2746715550648806
PF04972,6,-0.009743915462149078,0.1787531549682762
PF04972,7,-0.012687613900338426,0.07997239655790543
PF04972,8,-0.015950276393301765,0.027726562293077513
PF04972,9,0.007528082791690213,0.2988875498138159
PF04972,10,0.03460370633202422,1.7843606866957397e-06
PF04972,11,0.042594620804512165,4.094235130943398e-09
