Protein family,Layer,Correlation,P value
PF00699,0,0.2169283811311468,0.0
PF00699,1,0.18004894124538565,0.0
PF00699,2,0.18655193858104221,0.0
PF00699,3,0.16957238125843044,0.0
PF00699,4,0.12091440228186694,8.282824858735788e-279
PF00699,5,0.07110515291847008,2.7893455195985305e-97
PF00699,6,0.055549645272258974,4.80143819845186e-60
PF00699,7,0.039363396955401975,5.380019665701259e-31
PF00699,8,0.035488444562761005,1.6849962140877498e-25
PF00699,9,0.025957777825115644,2.297762770288286e-14
PF00699,10,0.02091415582027023,7.780337624921034e-10
PF00699,11,0.021768011932872332,1.549082416126727e-10
