Protein family,Layer,Correlation,P value
PF13466,0,0.10879666453348708,3.862153869160295e-09
PF13466,1,0.07259975835865266,8.713247873110858e-05
PF13466,2,0.07120443179720905,0.00011895205645584405
PF13466,3,0.0872285298183194,2.389780288450178e-06
PF13466,4,0.056282231080106465,0.0023630539973748953
PF13466,5,0.04002182433093781,0.030686247093300974
PF13466,6,0.027820673769102272,0.13310667515182895
PF13466,7,0.024537471002088466,0.18528568606762166
PF13466,8,0.012767548616846742,0.4907099319628525
PF13466,9,0.022259024316097987,0.22951047041928455
PF13466,10,0.015930551732006876,0.38982458569831946
PF13466,11,0.012934860185994759,0.4850445105880925
