Protein family,Layer,Correlation,P value
PF07677,0,0.15934321327011014,1.7359878076010764e-212
PF07677,1,0.06900001814681968,5.922752526758073e-41
PF07677,2,0.059283876783367245,1.1637414129199965e-30
PF07677,3,0.06946908416048311,1.7229308697050534e-41
PF07677,4,0.060108606431814905,1.7880704074757209e-31
PF07677,5,0.08138426382884277,2.481090777659036e-56
PF07677,6,0.11322919328527373,1.2833594074419683e-107
PF07677,7,0.1459766164576926,2.6671521137950316e-178
PF07677,8,0.13915948791913105,4.587513019292676e-162
PF07677,9,0.14350734422000966,2.511883904780946e-172
PF07677,10,0.1322537146277492,1.942410937703886e-146
PF07677,11,0.14009597095375947,3.013154046587432e-164
