Protein family,Layer,Correlation,P value
PF12172,0,0.015625243600052994,0.14621644647959553
PF12172,1,-0.018390763447143885,0.08722179355955674
PF12172,2,-0.034788562425455305,0.0012128191291372944
PF12172,3,-0.05210148547628498,1.2469321576826803e-06
PF12172,4,-0.0761074356871728,1.3680417650705709e-12
PF12172,5,-0.08400698065826383,5.062268460786472e-15
PF12172,6,-0.09416420078115326,1.7013324679987327e-18
PF12172,7,-0.10191619325589506,2.067205781452928e-21
PF12172,8,-0.10797225790223201,7.542407496959407e-24
PF12172,9,-0.10983891467369533,1.2520427753493485e-24
PF12172,10,-0.10310683127574283,7.034312798779561e-22
PF12172,11,-0.09531305235458087,6.504508300630967e-19
