Protein family,Layer,Correlation,P value
PF14317,0,0.2601960395582859,5.329624639801358e-305
PF14317,1,0.25274101053773834,2.561898641164224e-287
PF14317,2,0.2404610991978587,1.8534954311394458e-259
PF14317,3,0.20502438249455573,1.1620223935666906e-187
PF14317,4,0.18383084852023823,1.2281674722518054e-150
PF14317,5,0.19804102801790915,5.560604977553457e-175
PF14317,6,0.203550058991927,6.050923079788235e-185
PF14317,7,0.21303498623738384,8.544973601277735e-203
PF14317,8,0.22747508516725493,1.1046795676823652e-231
PF14317,9,0.2345633515682381,1.2455471812249764e-246
PF14317,10,0.2394811723043152,2.654492816784884e-257
PF14317,11,0.25153332990847715,1.6518600264895028e-284
