Protein family,Layer,Correlation,P value
PF01951,0,0.15926342169451246,5.81267671398261e-208
PF01951,1,0.07072581241169205,4.233877582534465e-42
PF01951,2,0.04879244587379924,7.022310553495027e-21
PF01951,3,0.05278177002067666,3.640128234967718e-24
PF01951,4,0.008573953579380412,0.09972803922264539
PF01951,5,-0.00923725043198946,0.07614096222794148
PF01951,6,-0.013816778813973933,0.007981339377885168
PF01951,7,-0.0018601485835889105,0.7209894512638952
PF01951,8,-0.022594103770437718,1.4347506329123379e-05
PF01951,9,-0.029025499037110644,2.4912579024539684e-08
PF01951,10,-0.03866219060231574,1.1221467639245514e-13
PF01951,11,-0.04903851170534411,4.479085892614274e-21
