Protein family,Layer,Correlation,P value
PF00066,0,0.27685268746643177,1.5299054664050334e-189
PF00066,1,0.21580497134723692,3.633049590343462e-114
PF00066,2,0.20999624597303337,4.528061975662202e-108
PF00066,3,0.26679577374234437,1.1593372467739128e-175
PF00066,4,0.2772357893658725,4.4071881567089565e-190
PF00066,5,0.21144330944352208,1.4266949409196149e-109
PF00066,6,0.15874701464039903,5.590240329285885e-62
PF00066,7,0.13931138736694212,5.214806836468989e-48
PF00066,8,0.12162086062111971,6.363311578975139e-37
PF00066,9,0.13546481607603006,1.815491743566434e-45
PF00066,10,0.14932570407507623,5.691485225519178e-55
PF00066,11,0.183139169380813,3.238738686759344e-82
