Protein family,Layer,Correlation,P value
PF00699,0,0.20405602349876067,0.0
PF00699,1,0.11099180730059655,5.424426147914498e-235
PF00699,2,0.1452261727763066,0.0
PF00699,3,0.11630264859030569,5.7684952027874575e-258
PF00699,4,0.07316816602307084,6.570125503877208e-103
PF00699,5,0.06656331536588278,1.8431180959144986e-85
PF00699,6,0.0973635863553204,4.7097701465593486e-181
PF00699,7,0.119359583368999,1.0919715949356185e-271
PF00699,8,0.11969555832441231,3.218771421731596e-273
PF00699,9,0.13196288270845252,0.0
PF00699,10,0.12198090534111038,9.539470233876554e-284
PF00699,11,0.1552582028759249,0.0
