Protein family,Layer,Correlation,P value
PF00168,0,0.29585657227033835,0.0
PF00168,1,0.2330462694160162,0.0
PF00168,2,0.2107814740317373,0.0
PF00168,3,0.1689674277997283,0.0
PF00168,4,0.11124833663600411,2.785502201616749e-182
PF00168,5,0.09430392624356244,2.5090979690417093e-131
PF00168,6,0.07116379405486742,1.790096956855358e-75
PF00168,7,0.07948703643610724,9.50038805224348e-94
PF00168,8,0.07437121839258977,2.824877839421754e-82
PF00168,9,0.06483844630968746,6.09455385750379e-63
PF00168,10,0.04473787815019038,7.561330255790684e-31
PF00168,11,0.030460125339463347,3.829438393050545e-15
