Protein family,Layer,Correlation,P value
PF07498,0,0.11764991398195038,1.2062926440429144e-34
PF07498,1,0.12903057820325722,2.225209116532345e-41
PF07498,2,0.10147361697810488,3.715165792527211e-26
PF07498,3,0.12372118405009717,3.696663708434132e-38
PF07498,4,0.14655641265365654,5.375862350973034e-53
PF07498,5,0.11289454696179085,5.107801575055929e-32
PF07498,6,0.049873717220942484,2.1086340267695665e-07
PF07498,7,0.027532515031077096,0.004188652654759791
PF07498,8,0.02724445566692026,0.004602375748327062
PF07498,9,0.04022539651154126,2.856041413450249e-05
PF07498,10,0.046117781384030845,1.6005966040846511e-06
PF07498,11,0.05028138783858632,1.6771359467156655e-07
