Protein family,Layer,Correlation,P value
PF04972,0,0.21592153768820546,1.0235348830922916e-199
PF04972,1,0.17483002812072096,1.448575411004089e-130
PF04972,2,0.1427270963816015,3.1929264207506724e-87
PF04972,3,0.12925128028263033,9.734353999229633e-72
PF04972,4,0.09838165455938504,3.550228826537115e-42
PF04972,5,0.07439249196896588,8.696570575839344e-25
PF04972,6,0.05498260421346669,3.129571013583748e-14
PF04972,7,0.04316951981891296,2.5257636172469127e-09
PF04972,8,0.03269658941995165,6.390504420353248e-06
PF04972,9,0.04618295276950056,1.814988824177711e-10
PF04972,10,0.057661900203810366,1.6731334884925363e-15
PF04972,11,0.06051593442309408,6.362231945875329e-17
