Protein family,Layer,Correlation,P value
PF12172,0,0.15297172485646598,1.9336645171582026e-46
PF12172,1,0.09888986440133173,3.0261069961837755e-20
PF12172,2,0.08877531313863772,1.3256715813662475e-16
PF12172,3,0.09429493954175983,1.5258896380379824e-18
PF12172,4,0.09390308626595209,2.1134652543309692e-18
PF12172,5,0.09207818968535451,9.465398164187042e-18
PF12172,6,0.045449761620792735,2.3535712047121068e-05
PF12172,7,0.046615937018404864,1.4443195890843313e-05
PF12172,8,0.09092360028135603,2.4074867357144446e-17
PF12172,9,0.09601631597908815,3.5901626593568404e-19
PF12172,10,0.12000335200181046,4.114827592689381e-29
PF12172,11,0.1569470979134672,8.03609091178978e-49
