Protein family,Layer,Correlation,P value
PF00699,0,0.1815866130296645,0.0
PF00699,1,0.13438204820860764,0.0
PF00699,2,0.14834153484658036,0.0
PF00699,3,0.12825929026960525,0.0
PF00699,4,0.07833460180788718,1.0284933476580208e-117
PF00699,5,0.03929997457710583,6.68740377960251e-31
PF00699,6,0.029045684965785655,1.3293886284205102e-17
PF00699,7,0.017602421988211724,2.2737673853737235e-07
PF00699,8,0.01472810779385198,1.4894968161356264e-05
PF00699,9,0.00802398383565089,0.01832153496031808
PF00699,10,0.0017670459951999516,0.6034090348307932
PF00699,11,-0.0012730963137321141,0.7081922497469828
