Protein family,Layer,Correlation,P value
PF10114,0,0.32161596246437285,0.0
PF10114,1,0.35668058535594566,0.0
PF10114,2,0.3154611788975665,0.0
PF10114,3,0.2497050337878896,0.0
PF10114,4,0.1867150158439585,2.279473230277532e-295
PF10114,5,0.13172664207316315,9.256790655510234e-147
PF10114,6,0.1069885435537063,3.3657103110258675e-97
PF10114,7,0.09412069000819556,1.4735819781458454e-75
PF10114,8,0.09321818978024364,3.809433783541431e-74
PF10114,9,0.08990755966705054,4.4101795862801005e-69
PF10114,10,0.07963403796371793,1.5222758883828855e-54
PF10114,11,0.065498893351169,1.9734807842015866e-37
