Protein family,Layer,Correlation,P value
PF06427,0,0.07063218477628114,5.877402062230051e-28
PF06427,1,0.017638677963426976,0.006255759657687986
PF06427,2,0.008118631885202334,0.20826766293990187
PF06427,3,0.09453129100287663,8.105420720976835e-49
PF06427,4,0.15550514222102654,6.661876136114851e-130
PF06427,5,0.12498143760744228,3.0653991450858744e-84
PF06427,6,0.04450180685810229,5.169601272800242e-12
PF06427,7,0.01148458828586877,0.07506331703584743
PF06427,8,-0.02298790465851057,0.00036606730416792796
PF06427,9,-0.04754377680797741,1.6674126829600293e-13
PF06427,10,-0.046416137127620945,6.10993111925587e-13
PF06427,11,-0.00324367247079237,0.6151439916754343
